hour,day_of_week,is_weekend,is_festival,weather,zone_type,is_lunch_time,is_dinner_time,distance_km,estimated_time_min,app_name,expected_payout,fuel_cost,time_cost,net_profit,best_app
19,2,0,0,fog,normal,0,1,3.5,24,Zomato,93.92,17.5,36.0,40.42,Zomato
21,5,1,0,clear,normal,0,1,4.5,29,Swiggy,104.64,22.5,43.5,38.64,Swiggy
19,6,1,0,fog,busy,0,1,1.3,14,Zomato,74.03,6.5,21.0,46.53,Swiggy
10,1,0,0,clear,normal,0,0,4.9,24,Swiggy,96.01,24.5,36.0,35.51,Zomato
9,3,0,0,clear,normal,0,0,7.2,21,Blinkit,118.52,36.0,31.5,51.02,Zomato
23,3,0,0,fog,normal,0,0,6.3,33,Blinkit,103.82,31.5,49.5,22.82,Zomato
17,0,0,0,fog,normal,0,0,5.5,27,Swiggy,97.3,27.5,40.5,29.3,Zomato
22,5,1,0,fog,busy,0,1,0.8,19,Zomato,68.09,4.0,28.5,35.59,Swiggy
21,6,1,0,rain,normal,0,1,6.2,23,Swiggy,157.74,31.0,34.5,92.24,Swiggy
23,6,1,0,clear,busy,0,0,1.1,18,Zomato,58.56,5.5,27.0,26.06,Blinkit
23,5,1,0,clear,low,0,0,12.9,15,Blinkit,168.96,64.5,22.5,81.96,Swiggy
19,4,0,1,fog,busy,0,1,1.4,47,Zomato,115.1,7.0,70.5,37.6,Zomato
21,0,0,0,rain,normal,0,1,4.5,34,Swiggy,126.67,22.5,51.0,53.17,Swiggy
13,2,0,0,clear,low,1,0,8.5,54,Zomato,145.0,42.5,81.0,21.5,Zomato
15,4,0,0,clear,normal,0,0,7.2,11,Blinkit,118.39,36.0,16.5,65.89,Zomato
23,5,1,0,clear,normal,0,0,2.8,13,Zomato,73.47,14.0,19.5,39.97,Swiggy
21,4,0,0,clear,normal,0,1,5.4,33,Swiggy,101.26,27.0,49.5,24.76,Zomato
13,2,0,0,clear,busy,1,0,1.0,21,Zomato,75.42,5.0,31.5,38.92,Zomato
20,3,0,0,clear,normal,0,1,6.2,39,Blinkit,107.85,31.0,58.5,18.35,Zomato
15,4,0,0,clear,normal,0,0,7.4,13,Blinkit,120.65,37.0,19.5,64.15,Zomato
18,4,0,0,fog,normal,0,0,4.6,17,Swiggy,87.75,23.0,25.5,39.25,Zomato
10,0,0,0,fog,normal,0,0,4.9,22,Swiggy,90.98,24.5,33.0,33.48,Zomato
11,3,0,0,clear,normal,0,0,7.6,38,Blinkit,122.67,38.0,57.0,27.67,Zomato
10,1,0,0,fog,normal,0,0,5.1,18,Swiggy,93.11,25.5,27.0,40.61,Zomato
18,2,0,0,clear,normal,0,0,4.9,26,Swiggy,95.98,24.5,39.0,32.48,Zomato
8,1,0,0,clear,normal,0,0,5.5,11,Swiggy,102.28,27.5,16.5,58.28,Zomato
17,4,0,0,clear,normal,0,0,6.1,22,Blinkit,106.79,30.5,33.0,43.29,Zomato
21,2,0,0,clear,normal,0,1,2.6,28,Zomato,89.47,13.0,42.0,34.47,Zomato
22,4,0,0,clear,low,0,1,13.2,39,Blinkit,172.01,66.0,58.5,47.51,Blinkit
22,3,0,0,clear,normal,0,1,4.6,33,Swiggy,92.76,23.0,49.5,20.26,Zomato
11,0,0,0,fog,busy,0,0,0.8,30,Zomato,49.92,4.0,45.0,0.92,Blinkit
19,3,0,0,fog,low,0,1,12.9,31,Blinkit,163.96,64.5,46.5,52.96,Blinkit
17,4,0,0,clear,busy,0,0,1.8,49,Swiggy,66.97,9.0,73.5,-15.53,Blinkit
9,0,0,0,clear,busy,0,0,0.9,12,Zomato,56.1,4.5,18.0,33.6,Blinkit
11,2,0,0,clear,normal,0,0,5.8,29,Swiggy,105.54,29.0,43.5,33.04,Zomato
21,6,1,0,clear,low,0,1,13.8,45,Blinkit,178.0,69.0,67.5,41.5,Swiggy
11,5,1,0,fog,normal,0,0,7.3,31,Blinkit,114.58,36.5,46.5,31.58,Swiggy
19,4,0,0,clear,low,0,1,14.6,27,Blinkit,185.98,73.0,40.5,72.48,Blinkit
19,5,1,0,fog,low,0,1,13.7,35,Blinkit,171.98,68.5,52.5,50.98,Swiggy
22,3,0,0,clear,busy,0,1,0.5,23,Zomato,69.52,2.5,34.5,32.52,Blinkit
19,6,1,0,rain,normal,0,1,4.3,37,Swiggy,137.5,21.5,55.5,60.5,Swiggy
19,0,0,0,clear,low,0,1,13.2,25,Blinkit,171.99,66.0,37.5,68.49,Blinkit
22,0,0,0,clear,normal,0,1,4.2,19,Swiggy,88.46,21.0,28.5,38.96,Zomato
14,2,0,0,clear,normal,1,0,5.6,27,Swiggy,103.42,28.0,40.5,34.92,Zomato
20,0,0,0,clear,normal,0,1,5.6,12,Swiggy,103.46,28.0,18.0,57.46,Zomato
14,4,0,0,clear,busy,1,0,1.8,29,Zomato,84.85,9.0,43.5,32.35,Zomato
18,6,1,0,clear,low,0,0,14.0,37,Blinkit,180.04,70.0,55.5,54.54,Swiggy
14,3,0,0,rain,normal,1,0,5.0,19,Swiggy,132.03,25.0,28.5,78.53,Zomato
9,3,0,0,fog,normal,0,0,4.8,25,Swiggy,89.85,24.0,37.5,28.35,Zomato
12,4,0,0,clear,low,1,0,15.0,19,Blinkit,189.98,75.0,28.5,86.48,Zomato
8,4,0,0,fog,normal,0,0,5.0,19,Swiggy,91.94,25.0,28.5,38.44,Zomato
12,4,0,0,fog,normal,1,0,3.1,29,Zomato,89.68,15.5,43.5,30.68,Zomato
16,2,0,0,fog,normal,0,0,5.1,17,Swiggy,93.03,25.5,25.5,42.03,Zomato
17,5,1,0,clear,low,0,0,13.1,29,Blinkit,171.04,65.5,43.5,62.04,Swiggy
8,2,0,0,clear,low,0,0,12.8,15,Blinkit,167.97,64.0,22.5,81.47,Blinkit
14,5,1,0,clear,low,1,0,12.9,31,Blinkit,168.99,64.5,46.5,57.99,Zomato
20,2,0,0,fog,normal,0,1,6.2,19,Blinkit,102.88,31.0,28.5,43.38,Zomato
10,1,0,0,clear,normal,0,0,3.5,17,Zomato,81.04,17.5,25.5,38.04,Zomato
10,1,0,0,clear,low,0,0,13.6,20,Blinkit,176.02,68.0,30.0,78.02,Blinkit
22,4,0,0,clear,low,0,1,13.9,47,Blinkit,179.03,69.5,70.5,39.03,Blinkit
20,2,0,0,rain,low,0,1,6.9,53,Zomato,164.04,34.5,79.5,50.04,Swiggy
20,6,1,0,clear,busy,0,1,1.0,24,Zomato,75.3,5.0,36.0,34.3,Swiggy
19,6,1,0,fog,low,0,1,14.8,39,Blinkit,182.96,74.0,58.5,50.46,Swiggy
18,0,0,0,clear,low,0,0,13.7,28,Blinkit,176.98,68.5,42.0,66.48,Blinkit
23,2,0,0,fog,normal,0,0,7.4,28,Blinkit,115.53,37.0,42.0,36.53,Zomato
12,0,0,0,clear,normal,1,0,7.3,24,Blinkit,119.56,36.5,36.0,47.06,Zomato
21,2,0,0,clear,normal,0,1,5.3,45,Swiggy,100.12,26.5,67.5,6.12,Zomato
13,6,1,0,clear,normal,1,0,5.9,31,Swiggy,119.56,29.5,46.5,43.56,Zomato
20,2,0,0,fog,normal,0,1,5.3,30,Swiggy,95.15,26.5,45.0,23.65,Zomato
13,5,1,0,fog,busy,1,0,0.7,13,Zomato,66.81,3.5,19.5,43.81,Zomato
23,0,0,0,clear,normal,0,0,6.5,11,Blinkit,110.96,32.5,16.5,61.96,Zomato
21,2,0,0,clear,normal,0,1,5.0,15,Swiggy,97.05,25.0,22.5,49.55,Zomato
15,6,1,0,clear,normal,0,0,5.9,23,Swiggy,119.58,29.5,34.5,55.58,Swiggy
20,3,0,0,rain,normal,0,1,5.0,15,Swiggy,132.03,25.0,22.5,84.53,Swiggy
17,4,0,0,fog,normal,0,0,5.0,27,Swiggy,91.92,25.0,40.5,26.42,Zomato
8,1,0,0,rain,normal,0,0,3.0,11,Zomato,110.72,15.0,16.5,79.22,Swiggy
20,5,1,0,rain,low,0,1,7.8,47,Zomato,172.99,39.0,70.5,63.49,Swiggy
21,0,0,0,fog,busy,0,1,1.1,34,Zomato,71.49,5.5,51.0,14.99,Blinkit
8,1,0,0,fog,busy,0,0,1.2,21,Zomato,54.76,6.0,31.5,17.26,Blinkit
22,4,0,0,fog,low,0,1,14.7,17,Blinkit,182.03,73.5,25.5,83.03,Blinkit
19,0,0,0,clear,busy,0,1,1.0,19,Zomato,75.53,5.0,28.5,42.03,Blinkit
15,3,0,0,fog,busy,0,0,1.4,15,Zomato,57.29,7.0,22.5,27.79,Blinkit
23,2,0,0,clear,normal,0,0,5.5,22,Swiggy,102.41,27.5,33.0,41.91,Zomato
19,2,0,0,fog,normal,0,1,5.7,47,Swiggy,99.4,28.5,70.5,0.4,Zomato
19,3,0,0,clear,busy,0,1,1.0,49,Zomato,75.54,5.0,73.5,-2.96,Blinkit
22,1,0,0,fog,low,0,1,12.9,38,Blinkit,164.04,64.5,57.0,42.54,Blinkit
19,4,0,0,fog,low,0,1,12.9,33,Blinkit,163.95,64.5,49.5,49.95,Blinkit
18,1,0,0,fog,normal,0,0,3.4,27,Zomato,74.97,17.0,40.5,17.47,Zomato
17,0,0,0,clear,busy,0,0,1.5,39,Swiggy,63.39,7.5,58.5,-2.61,Blinkit
17,5,1,0,clear,normal,0,0,7.6,34,Blinkit,122.78,38.0,51.0,33.78,Swiggy
20,0,0,0,fog,normal,0,1,7.0,33,Blinkit,111.26,35.0,49.5,26.76,Zomato
0,5,1,0,fog,normal,0,0,6.2,37,Blinkit,102.78,31.0,55.5,16.28,Swiggy
20,2,0,0,clear,busy,0,1,0.8,17,Zomato,73.02,4.0,25.5,43.52,Blinkit
19,6,1,0,fog,normal,0,1,4.5,31,Swiggy,99.68,22.5,46.5,30.68,Swiggy
23,5,1,0,fog,normal,0,0,5.4,27,Swiggy,109.19,27.0,40.5,41.69,Swiggy
8,3,0,0,rain,busy,0,0,1.2,27,Zomato,94.67,6.0,40.5,48.17,Blinkit
21,3,0,0,clear,normal,0,1,4.7,17,Swiggy,93.78,23.5,25.5,44.78,Zomato
0,6,1,0,clear,normal,0,0,5.6,16,Swiggy,116.41,28.0,24.0,64.41,Swiggy
22,2,0,0,fog,busy,0,1,1.6,22,Swiggy,59.67,8.0,33.0,18.67,Blinkit
19,6,1,0,rain,low,0,1,12.8,31,Blinkit,203.01,64.0,46.5,92.51,Swiggy
18,5,1,0,clear,low,0,0,13.4,18,Blinkit,174.0,67.0,27.0,80.0,Swiggy
9,4,0,0,clear,busy,0,0,1.6,15,Swiggy,64.64,8.0,22.5,34.14,Blinkit
9,2,0,0,fog,low,0,0,13.4,25,Blinkit,168.99,67.0,37.5,64.49,Blinkit
21,5,1,0,rain,normal,0,1,2.6,33,Zomato,124.44,13.0,49.5,61.94,Swiggy
11,5,1,0,clear,low,0,0,13.4,28,Blinkit,173.98,67.0,42.0,64.98,Swiggy
19,5,1,0,fog,busy,0,1,1.0,39,Zomato,70.53,5.0,58.5,7.03,Swiggy
19,2,0,0,clear,busy,0,1,0.8,27,Zomato,73.03,4.0,40.5,28.53,Blinkit
23,3,0,0,clear,normal,0,0,5.9,18,Swiggy,106.52,29.5,27.0,50.02,Zomato
22,6,1,0,clear,normal,0,1,4.8,32,Swiggy,107.92,24.0,48.0,35.92,Swiggy
18,0,0,0,clear,low,0,0,14.1,30,Blinkit,180.98,70.5,45.0,65.48,Blinkit
18,6,1,0,clear,normal,0,0,4.2,22,Swiggy,101.43,21.0,33.0,47.43,Swiggy
10,1,0,0,clear,busy,0,0,1.5,25,Swiggy,63.37,7.5,37.5,18.37,Blinkit
19,0,0,0,clear,normal,0,1,5.0,35,Swiggy,97.01,25.0,52.5,19.51,Zomato
22,3,0,0,clear,normal,0,1,4.7,25,Swiggy,93.86,23.5,37.5,32.86,Zomato
20,5,1,0,clear,normal,0,1,4.1,18,Swiggy,100.34,20.5,27.0,52.84,Swiggy
22,3,0,0,fog,normal,0,1,6.2,27,Blinkit,102.74,31.0,40.5,31.24,Zomato
23,2,0,0,clear,normal,0,0,6.6,16,Blinkit,112.0,33.0,24.0,55.0,Zomato
11,0,0,1,rain,normal,0,0,7.1,42,Blinkit,192.43,35.5,63.0,93.93,Zomato
19,4,0,0,fog,low,0,1,14.7,41,Blinkit,182.03,73.5,61.5,47.03,Blinkit
23,0,0,0,clear,busy,0,0,1.4,21,Zomato,62.27,7.0,31.5,23.77,Blinkit
22,0,0,0,clear,normal,0,1,6.3,21,Blinkit,108.86,31.5,31.5,45.86,Zomato
18,4,0,0,fog,busy,0,0,1.9,35,Swiggy,63.04,9.5,52.5,1.04,Blinkit
21,4,0,0,fog,normal,0,1,6.1,18,Blinkit,101.67,30.5,27.0,44.17,Zomato
20,1,0,0,clear,normal,0,1,4.9,29,Swiggy,95.86,24.5,43.5,27.86,Zomato
22,5,1,0,clear,low,0,1,14.9,23,Blinkit,189.04,74.5,34.5,80.04,Swiggy
13,6,1,0,fog,normal,1,0,6.4,31,Swiggy,119.89,32.0,46.5,41.39,Zomato
20,5,1,0,clear,low,0,1,14.5,22,Blinkit,185.02,72.5,33.0,79.52,Swiggy
19,1,0,0,clear,low,0,1,13.3,36,Blinkit,173.05,66.5,54.0,52.55,Blinkit
23,3,0,0,fog,normal,0,0,7.4,29,Blinkit,115.63,37.0,43.5,35.13,Zomato
20,4,0,0,fog,low,0,1,13.1,34,Blinkit,166.04,65.5,51.0,49.54,Blinkit
22,0,0,0,clear,normal,0,1,4.8,28,Swiggy,94.79,24.0,42.0,28.79,Zomato
18,5,1,0,fog,busy,0,0,1.4,42,Zomato,57.12,7.0,63.0,-12.88,Blinkit
16,3,0,0,fog,normal,0,0,4.2,25,Swiggy,83.5,21.0,37.5,25.0,Zomato
8,3,0,0,clear,busy,0,0,0.6,22,Zomato,52.6,3.0,33.0,16.6,Blinkit
10,1,0,0,clear,normal,0,0,5.1,19,Swiggy,98.14,25.5,28.5,44.14,Zomato
23,4,0,0,fog,normal,0,0,5.0,33,Swiggy,92.05,25.0,49.5,17.55,Zomato
20,0,0,1,clear,low,0,1,10.3,53,Swiggy,184.95,51.5,79.5,53.95,Zomato
19,1,0,1,fog,low,0,1,14.7,45,Blinkit,222.04,73.5,67.5,81.04,Zomato
23,5,1,0,rain,low,0,0,14.1,18,Blinkit,216.01,70.5,27.0,118.51,Swiggy
21,5,1,0,clear,busy,0,1,1.1,34,Zomato,76.52,5.5,51.0,20.02,Swiggy
20,3,0,0,rain,busy,0,1,1.8,30,Zomato,119.89,9.0,45.0,65.89,Blinkit
21,1,0,0,rain,normal,0,1,4.5,29,Swiggy,126.74,22.5,43.5,60.74,Swiggy
9,6,1,0,fog,busy,0,0,1.8,17,Swiggy,74.81,9.0,25.5,40.31,Blinkit
18,5,1,0,clear,normal,0,0,6.8,21,Blinkit,114.18,34.0,31.5,48.68,Swiggy
22,1,0,0,fog,normal,0,1,5.1,22,Swiggy,93.14,25.5,33.0,34.64,Zomato
18,5,1,0,clear,normal,0,0,5.4,20,Swiggy,114.32,27.0,30.0,57.32,Swiggy
9,2,0,0,clear,low,0,0,13.5,29,Blinkit,175.03,67.5,43.5,64.03,Blinkit
15,4,0,0,clear,normal,0,0,6.8,21,Blinkit,114.26,34.0,31.5,48.76,Zomato
14,3,0,0,clear,busy,1,0,1.0,27,Zomato,75.32,5.0,40.5,29.82,Zomato
21,2,0,0,clear,normal,0,1,6.3,19,Blinkit,108.84,31.5,28.5,48.84,Zomato
22,1,0,0,clear,normal,0,1,4.6,25,Swiggy,92.75,23.0,37.5,32.25,Zomato
20,3,0,0,clear,busy,0,1,1.5,21,Swiggy,63.45,7.5,31.5,24.45,Blinkit
19,4,0,0,clear,busy,0,1,0.7,19,Zomato,71.8,3.5,28.5,39.8,Blinkit
13,4,0,0,rain,normal,1,0,4.9,26,Swiggy,130.97,24.5,39.0,67.47,Zomato
19,2,0,0,fog,busy,0,1,1.7,19,Swiggy,60.85,8.5,28.5,23.85,Blinkit
23,6,1,0,clear,busy,0,0,1.4,22,Zomato,62.12,7.0,33.0,22.12,Blinkit
21,0,0,0,clear,normal,0,1,6.2,46,Blinkit,107.75,31.0,69.0,7.75,Zomato
21,2,0,1,clear,low,0,1,12.7,44,Blinkit,206.99,63.5,66.0,77.49,Zomato
10,1,0,0,fog,busy,0,0,1.4,34,Zomato,57.05,7.0,51.0,-0.95,Blinkit
17,3,0,0,fog,busy,0,0,0.7,38,Zomato,48.79,3.5,57.0,-11.71,Blinkit
23,5,1,0,fog,low,0,0,13.5,10,Blinkit,169.99,67.5,15.0,87.49,Swiggy
22,6,1,0,fog,busy,0,1,0.5,25,Zomato,64.6,2.5,37.5,24.6,Swiggy
13,3,0,0,fog,low,1,0,14.4,20,Blinkit,178.97,72.0,30.0,76.97,Zomato
18,0,0,0,rain,normal,0,0,5.8,35,Swiggy,140.48,29.0,52.5,58.98,Swiggy
18,4,0,0,rain,normal,0,0,3.9,26,Zomato,120.32,19.5,39.0,61.82,Swiggy
22,5,1,0,clear,busy,0,1,1.4,12,Zomato,80.06,7.0,18.0,55.06,Swiggy
19,6,1,0,clear,busy,0,1,0.5,27,Zomato,69.59,2.5,40.5,26.59,Swiggy
9,1,0,0,fog,busy,0,0,1.3,19,Zomato,56.05,6.5,28.5,21.05,Blinkit
22,4,0,0,clear,busy,0,1,1.0,38,Zomato,75.38,5.0,57.0,13.38,Blinkit
22,0,0,0,fog,normal,0,1,5.7,10,Swiggy,99.42,28.5,15.0,55.92,Zomato
17,0,0,1,fog,busy,0,0,1.1,41,Zomato,93.57,5.5,61.5,26.57,Zomato
23,6,1,0,clear,normal,0,0,5.2,28,Swiggy,112.09,26.0,42.0,44.09,Swiggy
8,4,0,0,fog,normal,0,0,5.5,26,Swiggy,97.4,27.5,39.0,30.9,Zomato
9,1,0,0,rain,busy,0,0,1.5,16,Zomato,98.48,7.5,24.0,66.98,Blinkit
22,4,0,0,clear,normal,0,1,2.2,28,Zomato,85.15,11.0,42.0,32.15,Zomato
8,3,0,0,clear,busy,0,0,0.6,15,Zomato,52.77,3.0,22.5,27.27,Blinkit
15,3,0,0,clear,busy,0,0,0.6,18,Zomato,52.66,3.0,27.0,22.66,Blinkit
18,1,0,0,clear,normal,0,0,6.4,22,Blinkit,109.99,32.0,33.0,44.99,Zomato
22,6,1,0,clear,normal,0,1,3.9,13,Swiggy,98.28,19.5,19.5,59.28,Swiggy
21,2,0,0,clear,low,0,1,13.0,15,Blinkit,169.96,65.0,22.5,82.46,Blinkit
15,4,0,0,fog,normal,0,0,4.6,28,Swiggy,87.72,23.0,42.0,22.72,Zomato
19,3,0,0,fog,normal,0,1,4.7,34,Swiggy,88.83,23.5,51.0,14.33,Zomato
20,0,0,0,rain,normal,0,1,5.1,27,Swiggy,133.03,25.5,40.5,67.03,Swiggy
23,5,1,0,clear,normal,0,0,6.3,10,Blinkit,108.83,31.5,15.0,62.33,Swiggy
18,1,0,0,clear,normal,0,0,3.6,18,Zomato,82.14,18.0,27.0,37.14,Zomato
10,6,1,0,clear,normal,0,0,2.7,11,Zomato,72.52,13.5,16.5,42.52,Swiggy
17,0,0,0,clear,normal,0,0,5.3,44,Swiggy,100.26,26.5,66.0,7.76,Zomato
8,6,1,0,clear,normal,0,0,4.0,13,Zomato,86.27,20.0,19.5,46.77,Swiggy
20,3,0,0,fog,normal,0,1,4.7,44,Swiggy,88.72,23.5,66.0,-0.78,Zomato
23,4,0,0,fog,normal,0,0,5.9,19,Swiggy,101.57,29.5,28.5,43.57,Zomato
22,5,1,0,clear,normal,0,1,5.0,20,Swiggy,109.94,25.0,30.0,54.94,Swiggy
21,4,0,0,clear,normal,0,1,5.7,33,Swiggy,104.5,28.5,49.5,26.5,Zomato
19,1,0,0,fog,normal,0,1,5.3,43,Swiggy,95.14,26.5,64.5,4.14,Zomato
10,6,1,0,clear,normal,0,0,6.4,17,Blinkit,110.0,32.0,25.5,52.5,Swiggy
22,6,1,0,fog,normal,0,1,6.2,25,Blinkit,102.86,31.0,37.5,34.36,Swiggy
17,4,0,0,rain,normal,0,0,5.2,26,Swiggy,134.14,26.0,39.0,69.14,Swiggy
22,6,1,0,rain,normal,0,1,6.1,13,Swiggy,156.69,30.5,19.5,106.69,Swiggy
14,3,0,0,fog,normal,1,0,7.2,22,Blinkit,113.54,36.0,33.0,44.54,Zomato
11,0,0,0,fog,normal,0,0,4.6,19,Swiggy,87.72,23.0,28.5,36.22,Zomato
21,1,0,0,clear,normal,0,1,4.5,44,Swiggy,91.63,22.5,66.0,3.13,Zomato
21,1,0,0,clear,low,0,1,12.6,24,Blinkit,166.04,63.0,36.0,67.04,Blinkit
20,0,0,0,clear,normal,0,1,5.5,36,Swiggy,102.33,27.5,54.0,20.83,Zomato
23,2,0,0,clear,busy,0,0,0.7,26,Zomato,54.01,3.5,39.0,11.51,Blinkit
21,2,0,0,clear,low,0,1,13.9,26,Blinkit,179.02,69.5,39.0,70.52,Blinkit
23,0,0,0,clear,busy,0,0,0.6,29,Zomato,52.71,3.0,43.5,6.21,Blinkit
18,3,0,0,rain,normal,0,0,6.5,32,Swiggy,147.98,32.5,48.0,67.48,Swiggy
8,6,1,0,fog,low,0,0,12.6,16,Blinkit,160.99,63.0,24.0,73.99,Swiggy
9,3,0,0,clear,low,0,0,14.5,17,Blinkit,185.03,72.5,25.5,87.03,Blinkit
21,5,1,0,rain,busy,0,1,0.7,20,Zomato,106.84,3.5,30.0,73.34,Swiggy
17,3,0,0,fog,normal,0,0,5.6,32,Swiggy,98.37,28.0,48.0,22.37,Zomato
11,6,1,0,clear,normal,0,0,4.6,31,Swiggy,105.68,23.0,46.5,36.18,Swiggy
19,5,1,0,clear,busy,0,1,1.7,40,Swiggy,78.61,8.5,60.0,10.11,Swiggy
19,3,0,0,fog,busy,0,1,0.8,32,Zomato,68.1,4.0,48.0,16.1,Blinkit
21,2,0,0,clear,normal,0,1,5.4,25,Swiggy,101.23,27.0,37.5,36.73,Zomato
21,6,1,0,clear,normal,0,1,4.9,27,Swiggy,108.89,24.5,40.5,43.89,Swiggy
22,1,0,0,clear,normal,0,1,2.6,28,Zomato,89.45,13.0,42.0,34.45,Zomato
19,0,0,0,clear,normal,0,1,5.7,29,Swiggy,104.42,28.5,43.5,32.42,Zomato
22,2,0,0,fog,normal,0,1,6.4,24,Blinkit,104.98,32.0,36.0,36.98,Zomato
17,5,1,0,clear,normal,0,0,6.6,28,Blinkit,112.07,33.0,42.0,37.07,Swiggy
14,3,0,0,clear,low,1,0,14.1,28,Blinkit,180.95,70.5,42.0,68.45,Zomato
21,2,0,0,clear,normal,0,1,4.5,22,Swiggy,91.59,22.5,33.0,36.09,Zomato
20,4,0,0,fog,low,0,1,14.5,40,Blinkit,180.03,72.5,60.0,47.53,Blinkit
18,6,1,0,fog,low,0,0,13.7,31,Blinkit,171.95,68.5,46.5,56.95,Swiggy
17,2,0,0,fog,normal,0,0,3.8,35,Zomato,79.17,19.0,52.5,7.67,Zomato
13,3,0,0,fog,busy,1,0,1.1,26,Zomato,71.49,5.5,39.0,26.99,Zomato
9,4,0,0,fog,normal,0,0,4.6,11,Swiggy,87.75,23.0,16.5,48.25,Zomato
11,0,0,0,fog,normal,0,0,4.4,20,Swiggy,85.62,22.0,30.0,33.62,Zomato
19,4,0,0,clear,normal,0,1,5.5,29,Swiggy,102.26,27.5,43.5,31.26,Zomato
13,5,1,0,fog,normal,1,0,5.5,28,Swiggy,110.33,27.5,42.0,40.83,Zomato
9,6,1,0,clear,normal,0,0,6.5,11,Blinkit,111.0,32.5,16.5,62.0,Swiggy
22,5,1,0,rain,normal,0,1,5.1,12,Swiggy,146.0,25.5,18.0,102.5,Swiggy
16,6,1,0,rain,busy,0,0,0.9,26,Zomato,91.15,4.5,39.0,47.65,Swiggy
18,3,0,0,clear,normal,0,0,7.1,38,Blinkit,117.48,35.5,57.0,24.98,Zomato
18,4,0,0,clear,busy,0,0,1.6,31,Swiggy,64.5,8.0,46.5,10.0,Blinkit
20,3,0,0,clear,normal,0,1,7.8,22,Blinkit,124.91,39.0,33.0,52.91,Zomato
14,2,0,0,rain,normal,1,0,2.7,24,Zomato,125.48,13.5,36.0,75.98,Zomato
21,1,0,0,clear,low,0,1,14.6,29,Blinkit,185.98,73.0,43.5,69.48,Blinkit
18,1,0,0,fog,busy,0,0,0.8,45,Zomato,50.11,4.0,67.5,-21.39,Blinkit
22,4,0,0,clear,busy,0,1,1.3,29,Zomato,79.01,6.5,43.5,29.01,Blinkit
18,6,1,0,clear,normal,0,0,2.3,17,Zomato,68.17,11.5,25.5,31.17,Swiggy
20,0,0,0,fog,normal,0,1,6.2,36,Blinkit,102.85,31.0,54.0,17.85,Zomato
22,3,0,0,clear,normal,0,1,7.1,13,Blinkit,117.4,35.5,19.5,62.4,Zomato
17,4,0,1,fog,normal,0,0,4.6,39,Zomato,127.74,23.0,58.5,46.24,Zomato
17,4,0,0,fog,low,0,0,14.3,30,Blinkit,177.99,71.5,45.0,61.49,Blinkit
17,5,1,0,clear,normal,0,0,5.5,27,Swiggy,115.4,27.5,40.5,47.4,Swiggy
18,4,0,0,fog,normal,0,0,5.8,22,Swiggy,100.5,29.0,33.0,38.5,Zomato
21,5,1,0,clear,low,0,1,13.5,36,Blinkit,174.95,67.5,54.0,53.45,Swiggy
9,4,0,0,clear,busy,0,0,1.5,23,Swiggy,63.47,7.5,34.5,21.47,Blinkit
17,2,0,0,clear,busy,0,0,1.7,41,Swiggy,65.84,8.5,61.5,-4.16,Blinkit
20,5,1,0,clear,low,0,1,14.1,30,Blinkit,180.96,70.5,45.0,65.46,Swiggy
22,4,0,0,fog,low,0,1,14.0,26,Blinkit,175.01,70.0,39.0,66.01,Blinkit
23,5,1,0,clear,low,0,0,14.8,30,Blinkit,187.96,74.0,45.0,68.96,Swiggy
21,2,0,0,clear,low,0,1,14.0,22,Blinkit,180.02,70.0,33.0,77.02,Blinkit
22,4,0,0,clear,busy,0,1,0.9,20,Zomato,74.37,4.5,30.0,39.87,Blinkit
17,2,0,0,clear,low,0,0,13.2,23,Blinkit,172.04,66.0,34.5,71.54,Blinkit
16,3,0,0,clear,normal,0,0,4.5,21,Swiggy,91.6,22.5,31.5,37.6,Zomato
8,6,1,0,fog,normal,0,0,7.9,15,Blinkit,121.01,39.5,22.5,59.01,Swiggy
19,0,0,0,rain,normal,0,1,4.8,43,Swiggy,129.92,24.0,64.5,41.42,Swiggy
23,2,0,0,clear,normal,0,0,5.3,32,Swiggy,100.24,26.5,48.0,25.74,Zomato
23,0,0,0,fog,normal,0,0,5.2,27,Swiggy,94.1,26.0,40.5,27.6,Zomato
19,1,0,0,fog,busy,0,1,1.6,25,Swiggy,59.62,8.0,37.5,14.12,Blinkit
11,1,0,0,clear,busy,0,0,0.8,21,Zomato,54.95,4.0,31.5,19.45,Blinkit
23,2,0,0,clear,low,0,0,14.0,20,Blinkit,179.96,70.0,30.0,79.96,Blinkit
21,1,0,0,clear,low,0,1,13.0,13,Blinkit,170.03,65.0,19.5,85.53,Blinkit
20,1,0,0,clear,busy,0,1,1.0,42,Zomato,75.4,5.0,63.0,7.4,Blinkit
9,2,0,0,rain,low,0,0,12.8,11,Blinkit,202.97,64.0,16.5,122.47,Swiggy
20,1,0,0,fog,normal,0,1,5.8,25,Swiggy,100.46,29.0,37.5,33.96,Zomato
21,0,0,0,rain,normal,0,1,4.5,36,Swiggy,126.59,22.5,54.0,50.09,Swiggy
21,0,0,0,fog,normal,0,1,3.5,18,Zomato,94.04,17.5,27.0,49.54,Zomato
14,5,1,0,clear,low,1,0,13.6,34,Blinkit,176.0,68.0,51.0,57.0,Zomato
11,4,0,0,fog,normal,0,0,6.2,14,Blinkit,102.8,31.0,21.0,50.8,Zomato
23,4,0,0,rain,normal,0,0,5.3,26,Swiggy,135.18,26.5,39.0,69.68,Swiggy
